state,month,energySource,powerGenerated
NV,11,Hydroelectric Conventional,144245
NV,11,Natural Gas,1626954
NV,11,Other,285036
NV,11,Solar Thermal and Photovoltaic,737553
NV,11,Total,3004146
NV,11,Wind,32260
NY,11,Coal,0
NY,11,Hydroelectric Conventional,2228303
NY,11,Natural Gas,4872405
NY,11,Other,2545988
NY,11,Solar Thermal and Photovoltaic,223739
NY,11,Total,10554243
NY,11,Wind,683810
OH,11,Coal,1925769
OH,11,Hydroelectric Conventional,36836
OH,11,Natural Gas,6880138
OH,11,Other,1720103
OH,11,Solar Thermal and Photovoltaic,221969
OH,11,Total,11082813
OH,11,Wind,297998
OK,11,Coal,388408
OK,11,Hydroelectric Conventional,104444
OK,11,Natural Gas,3401764
OK,11,Other,34155
OK,11,Solar Thermal and Photovoltaic,19784
OK,11,Total,7217795
OK,11,Wind,3269241
OR,11,Hydroelectric Conventional,2372711
OR,11,Natural Gas,2170267
OR,11,Other,84631
OR,11,Solar Thermal and Photovoltaic,93500
OR,11,Total,5471843
OR,11,Wind,750735
PA,11,Coal,686254
PA,11,Hydroelectric Conventional,201618
PA,11,Natural Gas,10882355
PA,11,Other,6325900
PA,11,Solar Thermal and Photovoltaic,71824
PA,11,Total,18549502
PA,11,Wind,381552
RI,11,Coal,0
RI,11,Hydroelectric Conventional,366
RI,11,Natural Gas,681998
RI,11,Other,1683
RI,11,Solar Thermal and Photovoltaic,37350
RI,11,Total,739502
RI,11,Wind,18105
SC,11,Coal,1266373
SC,11,Hydroelectric Conventional,157341
SC,11,Natural Gas,1561028
SC,11,Other,3961902
SC,11,Solar Thermal and Photovoltaic,170528
SC,11,Total,7117172
SD,11,Coal,125702
SD,11,Hydroelectric Conventional,356648
SD,11,Natural Gas,150293
SD,11,Other,2510
SD,11,Solar Thermal and Photovoltaic,19784
SD,11,Total,1680015
SD,11,Wind,1025078
TN,11,Coal,1009569
TN,11,Hydroelectric Conventional,579719
TN,11,Natural Gas,1344627
TN,11,Other,1729193
TN,11,Solar Thermal and Photovoltaic,61523
TN,11,Total,4727314
TN,11,Wind,2683
TX,11,Coal,5106473
TX,11,Hydroelectric Conventional,50435
TX,11,Natural Gas,19817542
TX,11,Other,2970895
TX,11,Solar Thermal and Photovoltaic,2958904
TX,11,Total,41930849
TX,11,Wind,11026600
UT,11,Coal,1757419
UT,11,Hydroelectric Conventional,67418
UT,11,Natural Gas,800278
UT,11,Other,58926
UT,11,Solar Thermal and Photovoltaic,273265
UT,11,Total,3028081
UT,11,Wind,70776
VA,11,Coal,17170
VA,11,Hydroelectric Conventional,74194
VA,11,Natural Gas,4176682
VA,11,Other,2232928
VA,11,Solar Thermal and Photovoltaic,419939
VA,11,Total,6925176
VA,11,Wind,4262
VT,11,Hydroelectric Conventional,111335
VT,11,Natural Gas,101
VT,11,Other,37926
VT,11,Solar Thermal and Photovoltaic,11924
VT,11,Total,203705
VT,11,Wind,42420
WA,11,Coal,351072
WA,11,Hydroelectric Conventional,5207947
WA,11,Natural Gas,1429522
WA,11,Other,940396
WA,11,Solar Thermal and Photovoltaic,14687
WA,11,Total,8715949
WA,11,Wind,772324
WI,11,Coal,1678628
WI,11,Hydroelectric Conventional,169166
WI,11,Natural Gas,1983729
WI,11,Other,915129
WI,11,Solar Thermal and Photovoltaic,102464
WI,11,Total,5048024
WI,11,Wind,198909
WV,11,Coal,2415319
WV,11,Hydroelectric Conventional,112033
WV,11,Natural Gas,464996
WV,11,Other,8441
WV,11,Solar Thermal and Photovoltaic,13250
WV,11,Total,3260378
WV,11,Wind,246338
WY,11,Coal,2014211
WY,11,Hydroelectric Conventional,77318
WY,11,Natural Gas,478720
WY,11,Other,40997
WY,11,Solar Thermal and Photovoltaic,26738
WY,11,Total,3569023
WY,11,Wind,931039
AK,12,Coal,71278
AK,12,Hydroelectric Conventional,180010
AK,12,Natural Gas,223110
AK,12,Other,84933
AK,12,Solar Thermal and Photovoltaic,812
AK,12,Total,572231
AK,12,Wind,12089
AL,12,Coal,1915149
AL,12,Hydroelectric Conventional,669857
AL,12,Natural Gas,5147276
AL,12,Other,4480333
AL,12,Solar Thermal and Photovoltaic,64966
AL,12,Total,12277581
AR,12,Coal,1153898
AR,12,Hydroelectric Conventional,248941
AR,12,Natural Gas,1561012
AR,12,Other,1353459
AR,12,Solar Thermal and Photovoltaic,164095
AR,12,Total,4481406
AZ,12,Coal,829985
AZ,12,Hydroelectric Conventional,380399
AZ,12,Natural Gas,4428664
AZ,12,Other,3014502
AZ,12,Solar Thermal and Photovoltaic,656803
AZ,12,Total,9497505
AZ,12,Wind,187153
CA,12,Coal,22145
CA,12,Hydroelectric Conventional,1255327
CA,12,Natural Gas,7656713
CA,12,Other,2975598
CA,12,Solar Thermal and Photovoltaic,2631709
CA,12,Total,15635224
CA,12,Wind,1093732
CO,12,Coal,1471056
CO,12,Hydroelectric Conventional,151230
CO,12,Natural Gas,1355363
CO,12,Other,24664
CO,12,Solar Thermal and Photovoltaic,258141
CO,12,Total,4762087
CO,12,Wind,1501634
CT,12,Coal,0
CT,12,Hydroelectric Conventional,37273
CT,12,Natural Gas,2340352
CT,12,Other,1669193
CT,12,Solar Thermal and Photovoltaic,25347
CT,12,Total,4073100
CT,12,Wind,935
DC,12,Natural Gas,11076
DC,12,Other,4420
DC,12,Solar Thermal and Photovoltaic,2698
DC,12,Total,18194
DE,12,Coal,61181
DE,12,Natural Gas,275662
DE,12,Other,22658
DE,12,Solar Thermal and Photovoltaic,7820
DE,12,Total,367804
DE,12,Wind,484
FL,12,Coal,435237
FL,12,Hydroelectric Conventional,18548
FL,12,Natural Gas,13442340
FL,12,Other,3199637
FL,12,Solar Thermal and Photovoltaic,1353006
FL,12,Total,18448769
GA,12,Coal,1363711
GA,12,Hydroelectric Conventional,215179
GA,12,Natural Gas,4459455
GA,12,Other,4906532
GA,12,Solar Thermal and Photovoltaic,602521
GA,12,Total,11547399
HI,12,Hydroelectric Conventional,6980
HI,12,Other,704183
HI,12,Solar Thermal and Photovoltaic,58319
HI,12,Total,808055
HI,12,Wind,38574
IA,12,Coal,1677713
IA,12,Hydroelectric Conventional,95378
IA,12,Natural Gas,697625
IA,12,Other,23678
IA,12,Solar Thermal and Photovoltaic,34671
IA,12,Total,6408656
IA,12,Wind,3879591
ID,12,Coal,0
ID,12,Hydroelectric Conventional,809440
ID,12,Natural Gas,525101
ID,12,Other,52456
ID,12,Solar Thermal and Photovoltaic,37453
ID,12,Total,1701634
ID,12,Wind,277184
IL,12,Coal,2097807
IL,12,Hydroelectric Conventional,6201
IL,12,Natural Gas,2661736
IL,12,Other,8943783
IL,12,Solar Thermal and Photovoltaic,186611
IL,12,Total,16407331
IL,12,Wind,2511194
IN,12,Coal,4389472
IN,12,Hydroelectric Conventional,37783
IN,12,Natural Gas,3259112
IN,12,Other,301132
IN,12,Solar Thermal and Photovoltaic,161935
IN,12,Total,9265322
IN,12,Wind,1115887
KS,12,Coal,1390698
KS,12,Hydroelectric Conventional,795
KS,12,Natural Gas,268819
KS,12,Other,924415
KS,12,Solar Thermal and Photovoltaic,5370
KS,12,Total,4990687
KS,12,Wind,2400591
KY,12,Coal,4109101
KY,12,Hydroelectric Conventional,334219
KY,12,Natural Gas,1554277
KY,12,Other,41684
KY,12,Solar Thermal and Photovoltaic,31675
KY,12,Total,6070955
LA,12,Coal,234912
LA,12,Hydroelectric Conventional,58171
LA,12,Natural Gas,5667073
LA,12,Other,1638786
LA,12,Solar Thermal and Photovoltaic,115930
LA,12,Total,7714872
MA,12,Coal,0
MA,12,Hydroelectric Conventional,102941
MA,12,Natural Gas,1252045
MA,12,Other,216682
MA,12,Solar Thermal and Photovoltaic,116291
MA,12,Total,1704815
MA,12,Wind,16858
MD,12,Coal,334138
MD,12,Hydroelectric Conventional,167985
MD,12,Natural Gas,922609
MD,12,Other,1439245
MD,12,Solar Thermal and Photovoltaic,56443
MD,12,Total,2974370
MD,12,Wind,53950
ME,12,Coal,3106
ME,12,Hydroelectric Conventional,316518
ME,12,Natural Gas,217298
ME,12,Other,188410
ME,12,Solar Thermal and Photovoltaic,65928
ME,12,Total,1061068
ME,12,Wind,269808
MI,12,Coal,2720758
MI,12,Hydroelectric Conventional,140308
MI,12,Natural Gas,4077021
MI,12,Other,2876388
MI,12,Solar Thermal and Photovoltaic,73898
MI,12,Total,10923452
MI,12,Wind,1035078
MN,12,Coal,1264970
MN,12,Hydroelectric Conventional,72219
MN,12,Natural Gas,1267720
MN,12,Other,1005938
MN,12,Solar Thermal and Photovoltaic,122386
MN,12,Total,5089886
MN,12,Wind,1356653
MO,12,Coal,3658647
MO,12,Hydroelectric Conventional,57616
MO,12,Natural Gas,615176
MO,12,Other,936834
MO,12,Solar Thermal and Photovoltaic,12112
MO,12,Total,5828492
MO,12,Wind,548106
MS,12,Coal,371949
MS,12,Natural Gas,4158804
MS,12,Other,1151852
MS,12,Solar Thermal and Photovoltaic,128925
MS,12,Total,5868885
MS,12,Wind,57355
MT,12,Coal,1114534
MT,12,Hydroelectric Conventional,859267
MT,12,Natural Gas,110131
MT,12,Other,71627
MT,12,Solar Thermal and Photovoltaic,11598
MT,12,Total,2830003
MT,12,Wind,662845
NC,12,Coal,1829564
NC,12,Hydroelectric Conventional,335321
NC,12,Natural Gas,4926292
NC,12,Other,4070978
NC,12,Solar Thermal and Photovoltaic,655838
NC,12,Total,11891960
NC,12,Wind,73967
ND,12,Coal,2276051
ND,12,Hydroelectric Conventional,210883
ND,12,Natural Gas,239068
ND,12,Other,8620
ND,12,Total,4180608
ND,12,Wind,1445987
NE,12,Coal,1726268
NE,12,Hydroelectric Conventional,113465
NE,12,Natural Gas,52423
NE,12,Other,609436
NE,12,Solar Thermal and Photovoltaic,9068
NE,12,Total,3578938
NE,12,Wind,1068277
NH,12,Coal,100454
NH,12,Hydroelectric Conventional,126680
NH,12,Natural Gas,207576
NH,12,Other,974405
NH,12,Solar Thermal and Photovoltaic,184
NH,12,Total,1449501
NH,12,Wind,40201
NJ,12,Coal,0
NJ,12,Hydroelectric Conventional,3
NJ,12,Natural Gas,2136878
NJ,12,Other,2761562
NJ,12,Solar Thermal and Photovoltaic,92024
NJ,12,Total,4992399
NJ,12,Wind,1932
NM,12,Coal,397098
NM,12,Hydroelectric Conventional,17520
NM,12,Natural Gas,994101
NM,12,Other,25967
NM,12,Solar Thermal and Photovoltaic,359064
NM,12,Total,3276831
NM,12,Wind,1483080
NV,12,Coal,208632
NV,12,Hydroelectric Conventional,133964
NV,12,Natural Gas,1813051
NV,12,Other,350015
NV,12,Solar Thermal and Photovoltaic,656885
NV,12,Total,3186943
NV,12,Wind,24396
NY,12,Coal,0
NY,12,Hydroelectric Conventional,2362879
NY,12,Natural Gas,5457731
NY,12,Other,2696956
NY,12,Solar Thermal and Photovoltaic,206643
NY,12,Total,11375153
NY,12,Wind,650944
OH,12,Coal,3102724
OH,12,Hydroelectric Conventional,41168
OH,12,Natural Gas,7930761
OH,12,Other,1792121
OH,12,Solar Thermal and Photovoltaic,195061
OH,12,Total,13391910
OH,12,Wind,330076
OK,12,Coal,452761
OK,12,Hydroelectric Conventional,112550
OK,12,Natural Gas,3530901
OK,12,Other,30607
OK,12,Solar Thermal and Photovoltaic,17281
OK,12,Total,7495673
OK,12,Wind,3351572
OR,12,Hydroelectric Conventional,2734145
OR,12,Natural Gas,2322216
OR,12,Other,92361
OR,12,Solar Thermal and Photovoltaic,79638
OR,12,Total,5848412
OR,12,Wind,620051
PA,12,Coal,1700395
PA,12,Hydroelectric Conventional,226397
PA,12,Natural Gas,12576968
PA,12,Other,7155618
PA,12,Solar Thermal and Photovoltaic,62557
PA,12,Total,22101220
PA,12,Wind,379285
RI,12,Coal,0
RI,12,Hydroelectric Conventional,462
RI,12,Natural Gas,619041
RI,12,Other,10197
RI,12,Solar Thermal and Photovoltaic,32719
RI,12,Total,680876
RI,12,Wind,18458
SC,12,Coal,1616060
SC,12,Hydroelectric Conventional,167776
SC,12,Natural Gas,1724285
SC,12,Other,5034286
SC,12,Solar Thermal and Photovoltaic,160477
SC,12,Total,8702884
SD,12,Coal,204284
SD,12,Hydroelectric Conventional,395877
SD,12,Natural Gas,158238
SD,12,Other,2398
SD,12,Solar Thermal and Photovoltaic,15833
SD,12,Total,1854959
SD,12,Wind,1078328
TN,12,Coal,1581465
TN,12,Hydroelectric Conventional,642902
TN,12,Natural Gas,1540746
TN,12,Other,2394594
TN,12,Solar Thermal and Photovoltaic,51304
TN,12,Total,6213676
TN,12,Wind,2665
TX,12,Coal,5937957
TX,12,Hydroelectric Conventional,53292
TX,12,Natural Gas,20617875
TX,12,Other,4121442
TX,12,Solar Thermal and Photovoltaic,2569893
TX,12,Total,43647220
TX,12,Wind,10346763
UT,12,Coal,1802263
UT,12,Hydroelectric Conventional,76103
UT,12,Natural Gas,1039200
UT,12,Other,63200
UT,12,Solar Thermal and Photovoltaic,239625
UT,12,Total,3274338
UT,12,Wind,53945
VA,12,Coal,351850
VA,12,Hydroelectric Conventional,76993
VA,12,Natural Gas,4787253
VA,12,Other,2841109
VA,12,Solar Thermal and Photovoltaic,400534
VA,12,Total,8463159
VA,12,Wind,5421
VT,12,Hydroelectric Conventional,126480
VT,12,Natural Gas,118
VT,12,Other,49838
VT,12,Solar Thermal and Photovoltaic,8618
VT,12,Total,217237
VT,12,Wind,32183
WA,12,Coal,308692
WA,12,Hydroelectric Conventional,5802590
WA,12,Natural Gas,1536254
WA,12,Other,963779
WA,12,Solar Thermal and Photovoltaic,11476
WA,12,Total,9345314
WA,12,Wind,722523
WI,12,Coal,2410054
WI,12,Hydroelectric Conventional,191447
WI,12,Natural Gas,2203276
WI,12,Other,996705
WI,12,Solar Thermal and Photovoltaic,97998
WI,12,Total,6083895
WI,12,Wind,184416
WV,12,Coal,3763829
WV,12,Hydroelectric Conventional,125419
WV,12,Natural Gas,216584
WV,12,Other,17405
WV,12,Solar Thermal and Photovoltaic,10523
WV,12,Total,4343830
WV,12,Wind,210069
WY,12,Coal,2426619
WY,12,Hydroelectric Conventional,87427
WY,12,Natural Gas,578607
WY,12,Other,44484
WY,12,Solar Thermal and Photovoltaic,21360
WY,12,Total,4357326
WY,12,Wind,1198829
